Track-id,ImageName,3: Unique Frame Identifier,TL_x,TL_y,BR_x,BR_y,Length Confidence,Target Length,Repeated Species,Attributes,poly_coordinates,Unnamed: 12
144,soloAUV 20220919-174214-601.png,611,2370,697,3467,1027,1,-1,hydrozoa,1,(poly) 3445 946 3467 1027 3229 1019 3050 993 2899 949 2750 904 2566 837 2459 792 2381 769 2370 719 2401 697 2457 697 2583 702 2697 727 2832 781 2902 828 3008 862 3120 890 3215 915 3268 926 3389 949 3445 946,
145,soloAUV 20220919-174215-602.png,612,2854,966,3489,1135,1,-1,hydrozoa,1,(poly) 3472 1055 3489 1121 3412 1133 3346 1135 3237 1113 3172 1087 3075 1053 2997 1036 2937 1038 2908 1046 2891 1046 2854 1009 2869 985 2917 968 3026 966 3114 971 3210 1000 3273 1038 3329 1053 3477 1070 3472 1055,
146,soloAUV 20220919-174216-603.png,613,2925,978,3491,1128,1,-1,hydrozoa,1,(poly) 3472 1075 3491 1128 3382 1128 3339 1128 3244 1111 3148 1080 3038 1046 2942 1041 2925 1002 2997 985 3087 978 3164 1002 3283 1046 3387 1070 3472 1075,
147,soloAUV 20220919-174217-604.png,614,2629,1077,3487,1239,1,-1,hydrozoa,1,(poly) 3477 1118 3487 1174 3368 1201 3220 1225 3058 1235 2973 1239 2847 1227 2741 1203 2663 1167 2629 1118 2675 1077 2721 1092 2760 1118 2859 1140 2956 1162 3026 1169 3101 1176 3148 1174 3244 1157 3366 1150 3477 1118,
148,soloAUV 20220919-174218-605.png,615,2716,888,3464,1013,1,-1,hydrozoa,1,(poly) 3440 928 3464 988 3386 988 3313 968 3248 953 3182 940 3119 950 3023 964 2937 977 2859 995 2761 1013 2716 980 2743 959 2781 950 2823 933 3190 888 3347 895 3440 928,
149,soloAUV 20220919-174219-606.png,616,2554,957,3485,1116,1,-1,hydrozoa,1,(poly) 3469 1053 3485 1116 3374 1114 3183 1110 3018 1114 2806 1083 2645 1047 2554 1030 2571 965 2636 957 2802 1001 2947 1016 3079 1041 3200 1049 3357 1049 3469 1053,
150,soloAUV 20220919-174220-607.png,617,2538,982,3475,1123,1,-1,hydrozoa,1,(poly) 3456 1028 3475 1074 2538 1123 2546 1074 3106 982 3456 1028,
151,soloAUV 20220919-174223-610.png,620,1853,533,2005,625,1,-1,ostracod-maybe,1,(poly) 1853 574 1986 533 2005 571 1977 602 1897 625 1865 620 1853 574,
152,soloAUV 20220919-174224-611.png,621,2696,696,3488,1117,1,-1,hydrozoa,1,(poly) 3459 1030 3488 1117 3133 1081 2984 874 2706 774 2696 696 3029 774 3171 981 3459 1030,
153,soloAUV 20220919-174225-612.png,622,2693,845,3498,1243,1,-1,hydrozoa,1,(poly) 3482 1159 3498 1243 3068 1201 2932 1004 2693 923 2732 845 3029 923 3165 1110 3482 1159,
154,soloAUV 20220919-174227-613.png,623,1780,737,3465,1030,1,-1,hydrozoa,1,(poly) 3443 935 3465 1030 2922 944 2631 829 2007 885 1817 955 1780 913 1965 804 2595 737 2777 739 3051 877 3443 935,
155,soloAUV 20220919-174228-614.png,624,2251,955,3460,1137,1,-1,hydrozoa,1,(poly) 3443 958 3460 1028 2844 1061 2475 1137 2251 1112 2262 1036 2427 1036 2508 1067 2956 955 3443 958,
156,soloAUV 20220919-174221-608.png,618,3353,984,3467,1047,1,-1,hydrozoa,1,(poly) 3455 984 3353 992 3358 1047 3467 1038 3455 984,
157,soloAUV 20220919-174222-609.png,619,3234,1232,3508,1401,1,-1,hydrozoa,1,(poly) 3496 1232 3508 1321 3261 1401 3234 1343 3496 1232,
158,soloAUV 20220919-174223-610.png,620,3011,1108,3508,1282,1,-1,hydrozoa,1,(poly) 3488 1113 3297 1108 3011 1222 3023 1282 3362 1152 3508 1169 3488 1113,
159,soloAUV 20220919-174230-616.png,626,3354,1053,3499,1288,1,-1,hydrozoa,1,(poly) 3499 1217 3499 1288 3427 1230 3354 1089 3402 1053 3438 1079 3471 1112 3488 1150 3499 1217,
160,soloAUV 20220919-174231-617.png,627,2917,895,3490,1122,1,-1,hydrozoa,1,(poly) 3473 1052 3490 1105 3246 1122 2917 941 2953 895 3135 981 3246 1061 3322 1082 3393 1073 3473 1052,
161,soloAUV 20220919-174232-618.png,628,2834,712,3386,860,1,-1,hydrozoa,1,(poly) 3348 712 3386 778 2851 860 2834 816 3173 732 3348 712,
162,soloAUV 20220919-174233-619.png,629,1691,2001,3091,2720,1,-1,hydrozoa,1,(poly) 3091 2406 2999 2485 2679 2643 2534 2468 2403 2386 2228 2418 2098 2507 1928 2662 1838 2720 1734 2689 1691 2624 2030 2362 2512 2178 2623 2001 2669 2015 2708 2326 3091 2406,
163,soloAUV 20220919-174233-619.png,629,2741,394,3208,492,1,-1,hydrozoa,1,(poly) 3146 423 3208 479 2765 492 2741 459 2907 394 3146 423,
164,soloAUV 20220919-174234-620.png,630,1886,12,2645,160,1,-1,siphonophore-edge,1,(poly) 2645 104 2456 160 1886 79 2104 37 2253 12 2356 28 2463 37 2645 104,
165,soloAUV 20220919-174237-623.png,633,1946,410,2098,487,1,-1,copepod,1,(poly) 1948 452 1991 410 2068 438 2098 479 2051 487 1988 483 1946 469 1948 452,
166,soloAUV 20220919-174238-624.png,634,2151,7,2611,163,1,-1,siphonophore-edge,1,(poly) 2611 81 2324 7 2181 13 2151 86 2462 163 2547 145 2597 101 2611 81,
167,soloAUV 20220919-174258-642.png,652,1878,964,2131,1359,1,-1,copepod-calanus,1,(poly) 2131 989 2060 1138 1935 1359 1878 1332 1946 1211 1898 1156 1938 1066 2007 1089 2085 964 2131 989,
168,soloAUV 20220919-174305-648.png,658,2860,2312,2931,2380,1,-1,unknown,1,,
169,soloAUV 20220919-174354-693.png,703,2380,1067,2641,1305,1,-1,marine-snow,1,(poly) 2632 1087 2561 1067 2418 1145 2380 1278 2477 1305 2547 1273 2612 1191 2641 1118 2632 1087,
170,soloAUV 20220919-174441-736.png,746,2191,2498,2300,2622,1,-1,polychaeta-larva,1,(poly) 2263 2498 2300 2521 2236 2622 2191 2589 2217 2528 2263 2498,
171,soloAUV 20220919-174442-737.png,747,2074,664,2193,780,1,-1,polychaeta-larva,1,(poly) 2106 664 2186 664 2193 717 2115 780 2077 754 2074 693 2106 664,
172,soloAUV 20220919-174449-743.png,753,2562,933,2685,1023,1,-1,polychaeta-larva,1,(poly) 2600 933 2562 974 2613 1023 2685 984 2680 948 2600 933,
173,soloAUV 20220919-174455-749.png,759,2438,2386,2606,2499,1,-1,cirripedia-cypris,1,(poly) 2517 2386 2455 2432 2438 2471 2450 2499 2525 2498 2606 2438 2581 2396 2517 2386,
174,soloAUV 20220919-174504-757.png,767,2576,2576,2652,2668,1,-1,polychaeta-larva,1,(poly) 2576 2668 2623 2656 2652 2588 2600 2576 2577 2615 2576 2668,
175,soloAUV 20220919-174505-758.png,768,2256,1842,2517,1940,1,-1,marine-snow,1,,
176,soloAUV 20220919-174546-794.png,804,2406,1769,2537,1869,1,-1,unknown,1,,
177,soloAUV 20220919-174555-803.png,813,1413,1084,1566,1229,1,-1,polychaeta-larva,1,,
178,soloAUV 20220919-174618-823.png,833,1569,1082,1699,1159,1,-1,crustacea,1,,
179,soloAUV 20220919-174620-825.png,835,895,1241,1020,1321,1,-1,polychaeta-larva,1,(poly) 896 1268 895 1319 928 1321 1020 1292 1020 1250 946 1241 896 1268,
180,soloAUV 20220919-174622-827.png,837,3134,999,3199,1070,1,-1,unknown,1,,
181,soloAUV 20220919-174632-836.png,846,1681,1033,1803,1146,1,-1,unknown,1,,
182,soloAUV 20220919-174645-848.png,858,2420,410,2781,689,1,-1,copepod,1,(poly) 2767 441 2781 512 2696 622 2707 639 2701 662 2536 689 2420 675 2429 631 2538 637 2631 537 2709 490 2696 417 2745 410 2767 441,
183,soloAUV 20220919-174650-852.png,862,1754,448,3271,2671,1,-1,siphonophore-edge,1,(poly) 3152 448 2509 758 2188 975 1874 1333 1754 1725 1844 2062 2023 2316 2431 2566 2673 2671 2845 2637 2871 2611 2610 2476 2225 2248 2031 2039 1926 1755 2031 1434 2412 1038 3271 575 3152 448,
184,soloAUV 20220919-174707-868.png,878,1450,2250,1566,2338,1,-1,ostracod-maybe,1,,
185,soloAUV 20220919-174710-871.png,881,965,1843,2638,2769,1,-1,siphonophore-edge,1,(poly) 2638 2639 2540 2541 2406 2449 2183 2411 2137 2285 1953 2224 2024 2109 1861 1893 1366 1843 965 1958 1022 2075 1139 2260 1307 2430 1489 2562 1747 2683 2104 2769 2464 2751 2638 2639,
186,soloAUV 20220919-174728-887.png,897,1690,785,1797,862,1,-1,cirripedia-cypris,1,(poly) 1705 793 1795 788 1797 785 1794 856 1690 862 1705 793,
187,soloAUV 20220919-174728-887.png,897,1470,2122,1595,2256,1,-1,copepod,1,(poly) 1470 2148 1518 2122 1595 2206 1590 2230 1569 2248 1527 2256 1477 2197 1470 2148,
188,soloAUV 20220919-174742-899.png,909,2268,2652,2426,2786,1,-1,copepod-maybe-edge,1,(poly) 2268 2770 2271 2671 2321 2652 2405 2671 2425 2716 2426 2769 2292 2786 2269 2786 2268 2770,
189,soloAUV 20220919-174747-904.png,914,1185,1197,1245,1288,1,-1,unknown,1,,
190,soloAUV 20220919-174804-919.png,929,2470,697,2607,820,1,-1,copepod,1,,
191,soloAUV 20220919-174817-931.png,941,1412,441,1471,494,1,-1,copepod-maybe,1,,
192,soloAUV 20220919-174620-825.png,835,2536,359,2614,427,1,-1,copepod-maybe,1,,
193,soloAUV 20220919-174716-876.png,886,1454,1565,1581,1681,1,-1,unknown,1,,
194,soloAUV 20220919-174746-903.png,913,1407,2408,1506,2489,1,-1,copepod-maybe,1,,
195,soloAUV 20220919-174834-946.png,956,1127,19,3245,1723,1,-1,hydrozoa,1,(poly) 3245 495 3080 323 2906 216 2624 84 2375 29 2253 19 2191 100 1186 488 1127 556 1467 637 1612 1115 2075 1419 2427 1681 2818 1723 2928 1555 2495 714 3226 543 3245 495,
196,soloAUV 20220919-174835-947.png,957,991,346,3226,799,1,-1,hydrozoa,1,(poly) 3206 446 3113 346 1179 469 1098 540 1056 624 1017 714 991 799 2324 627 3226 501 3206 446,
197,soloAUV 20220919-174837-949.png,959,2736,2418,2809,2480,1,-1,copepod-maybe,1,,
198,soloAUV 20220919-174837-949.png,959,1742,44,2588,267,1,-1,hydrozoa,1,,
199,soloAUV 20220919-174838-950.png,960,2797,1316,3512,1615,1,-1,hydrozoa,1,(poly) 3512 1394 3501 1602 2826 1615 2797 1470 2924 1316 3512 1394,
200,soloAUV 20220919-174839-951.png,961,2737,1301,3531,1622,1,-1,hydrozoa,1,(poly) 3531 1353 3505 1622 2737 1577 2856 1301 3531 1353,
201,soloAUV 20220919-174841-952.png,962,1713,404,1836,476,1,-1,ostracod,1,(poly) 1732 404 1836 408 1819 476 1713 470 1732 404,
202,soloAUV 20220919-174841-952.png,962,1318,1814,1402,1893,1,-1,polychaeta-larva-maybe,1,,
203,soloAUV 20220919-174841-952.png,962,1645,31,2193,251,1,-1,hydrozoa,1,(poly) 1846 69 1645 154 1652 203 1804 251 1921 233 2093 156 2193 31 2140 37 1846 69,
204,soloAUV 20220919-174850-961.png,971,2305,1036,2378,1112,1,-1,unknown,1,,
205,soloAUV 20220919-174850-961.png,971,2346,2585,2416,2639,1,-1,unknown,1,,
206,soloAUV 20220919-174856-966.png,976,989,608,1140,1151,1,-1,crustacea-maybe-edge,1,(poly) 1080 623 1027 711 1031 858 989 936 997 1128 1052 1151 1140 903 1101 608 1080 623,
207,soloAUV 20220919-174903-972.png,982,1709,146,1786,204,1,-1,copepod-maybe,1,,
208,soloAUV 20220919-174910-979.png,989,2090,489,3298,944,1,-1,hydrozoa,1,(poly) 3231 508 3298 602 2201 944 2090 799 2531 623 3157 489 3231 508,
209,soloAUV 20220919-174911-980.png,990,2152,290,3163,441,1,-1,hydrozoa,1,(poly) 3096 378 2429 290 2308 344 2192 327 2152 351 2251 409 2333 420 2442 374 2876 430 3163 441 3096 378,
210,soloAUV 20220919-174913-981.png,991,1278,152,3150,595,1,-1,hydrozoa,1,(poly) 3083 354 2350 441 2234 428 1878 181 1835 152 1670 167 1356 328 1278 399 1354 524 1483 524 1675 345 1813 352 1925 455 2319 595 2851 524 3150 432 3083 354,
211,soloAUV 20220919-174921-989.png,999,1740,26,2455,324,1,-1,siphonophore-edge,1,(poly) 1756 115 1740 224 1811 324 2317 281 2455 57 2232 26 2025 41 1849 54 1756 115,
212,soloAUV 20220919-174925-993.png,1003,1390,787,1491,881,1,-1,unknown,1,,
213,soloAUV 20220919-174948-1014.png,1024,3093,907,3310,1156,1,-1,copepod,1,(poly) 3303 929 3283 1020 3197 1156 3160 1145 3193 1077 3094 1081 3093 1028 3242 1005 3279 907 3310 915 3303 929,
214,soloAUV 20220919-174951-1016.png,1026,2221,2509,2400,2597,1,-1,copepod,1,(poly) 2221 2533 2381 2509 2400 2569 2323 2597 2230 2589 2221 2533,
215,soloAUV 20220919-174955-1020.png,1030,2394,843,2449,901,1,-1,copepod-maybe,1,(poly) 2394 848 2396 901 2448 898 2449 843 2394 848,
216,soloAUV 20220919-174956-1021.png,1031,1203,220,2249,658,1,-1,siphonophore-edge,1,(poly) 1295 388 2220 220 2249 305 1693 471 1647 658 1470 650 1503 488 1203 468 1295 388,
217,soloAUV 20220919-175036-1057.png,1067,1186,1297,1428,1677,1,-1,copepod,1,(poly) 1428 1311 1413 1482 1350 1677 1279 1671 1290 1567 1186 1450 1228 1409 1254 1427 1347 1428 1370 1297 1428 1311,
218,soloAUV 20220919-175039-1060.png,1070,1620,1343,1678,1408,1,-1,copepod-maybe,1,,
219,soloAUV 20220919-175106-1084.png,1094,1435,2388,1544,2479,1,-1,polychaeta-larva-maybe,1,,
220,soloAUV 20220919-175113-1090.png,1100,1317,447,1419,532,1,-1,copepod,1,,
221,soloAUV 20220919-175120-1096.png,1106,1985,1801,2072,1879,1,-1,unknown,1,,
222,soloAUV 20220919-175135-1110.png,1120,2009,553,2095,617,1,-1,crustacea,1,,
223,soloAUV 20220919-175136-1111.png,1121,2490,657,2850,910,1,-1,copepod,1,(poly) 2490 721 2679 657 2850 667 2847 712 2738 717 2647 837 2647 906 2567 910 2589 743 2509 788 2490 721,
224,soloAUV 20220919-175151-1124.png,1134,2831,1076,3221,1313,1,-1,copepod,1,(poly) 3146 1076 2937 1201 2831 1262 2867 1313 3146 1182 3221 1120 3146 1076,
225,soloAUV 20220919-175154-1127.png,1137,1427,1225,1674,1481,1,-1,crustacea,1,(poly) 1586 1225 1427 1432 1447 1481 1521 1447 1674 1253 1655 1236 1586 1225,
226,soloAUV 20220919-175156-1129.png,1139,1957,647,2070,718,1,-1,unknown,1,(poly) 1975 649 2062 647 2070 707 1957 718 1975 649,
227,soloAUV 20220919-175214-1145.png,1155,1291,1087,1606,1347,1,-1,copepod,1,(poly) 1378 1116 1503 1087 1596 1105 1606 1144 1347 1347 1291 1314 1354 1134 1378 1116,
228,soloAUV 20220919-175217-1148.png,1158,888,1334,1346,1763,1,-1,copepod-edge,1,(poly) 906 1763 1182 1540 1346 1372 1291 1334 1193 1398 1074 1519 943 1508 892 1550 971 1633 888 1721 906 1763,
229,soloAUV 20220919-175226-1156.png,1166,1588,400,1654,473,1,-1,unknown,1,,
230,soloAUV 20220919-175244-1171.png,1181,2518,2251,2968,2520,1,-1,copepod,1,(poly) 2968 2331 2790 2267 2548 2251 2518 2332 2652 2368 2598 2482 2674 2520 2789 2358 2931 2409 2968 2331,
231,soloAUV 20220919-175256-1182.png,1192,2528,638,2759,814,1,-1,appendicularian-maybe,1,,
232,soloAUV 20220919-175300-1186.png,1196,1713,2046,1778,2109,1,-1,copepod-maybe,1,,
233,soloAUV 20220919-175312-1197.png,1207,1589,1699,2117,1955,1,-1,copepod,1,(poly) 1606 1835 2082 1699 2117 1775 1925 1838 1874 1947 1765 1955 1771 1863 1606 1919 1589 1861 1606 1835,
234,soloAUV 20220919-175313-1198.png,1208,3357,1547,3482,1674,1,-1,ostracod-maybe,1,(poly) 3461 1547 3410 1571 3357 1636 3408 1674 3474 1608 3482 1571 3461 1547,
235,soloAUV 20220919-175318-1202.png,1212,1263,1056,1508,1196,1,-1,ostracod-maybe,1,(poly) 1265 1103 1423 1056 1508 1082 1489 1143 1307 1196 1263 1133 1265 1103,
236,soloAUV 20220919-175323-1207.png,1217,1082,647,1560,1098,1,-1,copepod,1,(poly) 1443 678 1237 850 1082 1037 1139 1098 1279 949 1309 1037 1367 1003 1430 848 1407 808 1560 701 1483 647 1443 678,
237,soloAUV 20220919-175337-1219.png,1229,2578,1665,2812,1883,1,-1,copepod,1,(poly) 2695 1665 2645 1807 2578 1870 2628 1883 2812 1765 2800 1702 2737 1738 2745 1669 2695 1665,
238,soloAUV 20220919-175347-1228.png,1238,3088,1416,3192,1497,1,-1,unknown,1,,
239,soloAUV 20220919-175358-1238.png,1248,1926,2326,2003,2393,1,-1,unknown,1,,
240,soloAUV 20220919-175359-1239.png,1249,901,1697,978,1759,1,-1,unknown,1,,
241,soloAUV 20220919-175402-1241.png,1251,1441,1395,1735,1657,1,-1,copepod,1,,
242,soloAUV 20220919-175424-1261.png,1271,1595,151,1705,238,1,-1,ostracod-maybe,1,(poly) 1677 151 1617 178 1595 224 1610 238 1669 222 1691 201 1705 159 1677 151,
243,soloAUV 20220919-175434-1270.png,1280,2171,848,2399,1071,1,-1,copepod,1,(poly) 2393 864 2200 1071 2171 1047 2223 979 2189 954 2225 911 2291 909 2357 848 2399 848 2393 864,
244,soloAUV 20220919-175434-1270.png,1280,2025,2005,2101,2070,1,-1,appendicularian-maybe,1,,
245,soloAUV 20220919-175447-1282.png,1292,2576,2323,2654,2464,1,-1,copepod-maybe,1,,
246,soloAUV 20220919-175506-1299.png,1309,1433,2324,1705,2534,1,-1,copepod,1,(poly) 1433 2505 1464 2534 1705 2387 1647 2324 1449 2460 1433 2505,
247,soloAUV 20220919-175510-1303.png,1313,2404,612,2535,840,1,-1,copepod,1,(poly) 2429 652 2486 612 2535 619 2467 767 2478 826 2440 840 2404 771 2429 652,
248,soloAUV 20220919-175525-1316.png,1326,2657,1495,2745,1579,1,-1,unknown,1,,
249,soloAUV 20220919-175526-1317.png,1327,913,1788,1115,2006,1,-1,copepod-edge,1,(poly) 972 1788 913 1819 966 1961 995 2006 1115 1925 1069 1843 972 1788,
250,soloAUV 20220919-175527-1318.png,1328,877,1156,1036,1326,1,-1,unknown,1,(poly) 962 1156 877 1267 896 1316 954 1326 1029 1276 1036 1176 962 1156,
251,soloAUV 20220919-175556-1344.png,1354,1523,1803,1787,2139,1,-1,copepod,1,(poly) 1717 1833 1765 1948 1787 2116 1732 2139 1715 2033 1554 2133 1523 2078 1676 1949 1622 1836 1690 1803 1717 1833,
252,soloAUV 20220919-175616-1362.png,1372,2958,1008,3119,1145,1,-1,unknown,1,(poly) 3072 1008 2958 1100 2973 1145 3117 1090 3119 1029 3072 1008,
253,soloAUV 20220919-175636-1380.png,1390,1127,895,1211,967,1,-1,unknown,1,(poly) 1136 899 1210 895 1211 963 1127 967 1136 899,
254,soloAUV 20220919-175707-1408.png,1418,2481,1250,2910,1430,1,-1,copepod,1,(poly) 2703 1250 2597 1359 2481 1372 2481 1425 2643 1430 2910 1398 2907 1296 2725 1347 2783 1266 2703 1250,
255,soloAUV 20220919-175753-1449.png,1459,2109,900,2241,1049,1,-1,copepod,1,(poly) 2173 900 2109 980 2120 1014 2166 1049 2192 1027 2169 1005 2241 921 2173 900,
256,soloAUV 20220919-175759-1454.png,1464,2069,2643,2152,2728,1,-1,copepod-maybe,1,(poly) 2109 2643 2069 2703 2128 2728 2143 2706 2133 2689 2152 2646 2109 2643,
257,soloAUV 20220919-175810-1464.png,1474,1288,2309,1425,2458,1,-1,unknown,1,(poly) 1288 2388 1366 2309 1425 2337 1425 2370 1341 2458 1288 2388,
258,soloAUV 20220919-175819-1472.png,1482,1268,1315,1399,1598,1,-1,hydrozoa-maybe,1,(poly) 1286 1333 1268 1450 1365 1598 1399 1595 1347 1458 1355 1316 1281 1315 1286 1333,
259,soloAUV 20220919-175820-1473.png,1483,1045,1272,1123,1342,1,-1,copepod,1,,
260,soloAUV 20220919-175820-1473.png,1483,3403,1108,3470,1173,1,-1,copepod,1,,
261,soloAUV 20220919-175822-1475.png,1485,1749,1770,1848,1843,1,-1,unknown,1,,
262,soloAUV 20220919-175827-1479.png,1489,2035,977,2164,1149,1,-1,copepod,1,,
263,soloAUV 20220919-175838-1489.png,1499,1457,2110,1759,2364,1,-1,unknown,1,(poly) 1638 2110 1457 2251 1481 2326 1595 2364 1759 2275 1759 2143 1638 2110,
264,soloAUV 20220919-175841-1492.png,1502,1013,1344,1159,1512,1,-1,copepod-maybe,1,,
265,soloAUV 20220919-175846-1497.png,1507,1658,1997,1866,2125,1,-1,copepod-overlap,1,(poly) 1855 2102 1741 2125 1658 2103 1671 2074 1703 2088 1757 1997 1803 2005 1778 2084 1856 2072 1866 2101 1855 2102,
266,soloAUV 20220919-175846-1497.png,1507,1773,1865,1953,1998,1,-1,copepod-overlap,1,(poly) 1918 1882 1802 1935 1814 1871 1778 1865 1773 1995 1798 1998 1953 1900 1927 1878 1918 1882,
267,soloAUV 20220919-175850-1500.png,1510,1752,466,2067,812,1,-1,hydrozoa-maybe,1,(poly) 1787 466 1777 675 1752 713 1769 744 1788 743 1849 803 1924 812 2002 759 2067 651 2045 614 2013 613 1956 700 1915 738 1888 740 1836 719 1825 644 1848 539 1848 471 1787 466,
268,soloAUV 20220919-175850-1500.png,1510,1972,1154,2032,1215,1,-1,copepod-maybe,1,,
269,soloAUV 20220919-175853-1502.png,1512,2568,882,2748,1141,1,-1,hydrozoa-maybe,1,,
270,soloAUV 20220919-175900-1509.png,1519,1646,2506,1772,2644,1,-1,copepod,1,(poly) 1772 2550 1690 2587 1685 2644 1654 2634 1646 2521 1675 2515 1679 2546 1752 2506 1772 2525 1772 2550,
271,soloAUV 20220919-175903-1511.png,1521,1989,1504,2421,2365,1,-1,hydrozoa-maybe,1,(poly) 2056 2365 2421 1522 2328 1504 2158 1917 2121 1933 2100 1988 2114 1994 1989 2342 2056 2365,
272,soloAUV 20220919-175903-1511.png,1521,2349,1180,2415,1254,1,-1,unknown,1,,
273,soloAUV 20220919-175904-1512.png,1522,3375,1437,3472,1550,1,-1,copepod,1,,
274,soloAUV 20220919-175907-1515.png,1525,1797,60,1965,222,1,-1,unknown,1,(poly) 1965 60 1887 66 1797 171 1868 222 1958 114 1965 60,
275,soloAUV 20220919-175907-1515.png,1525,1798,2124,1977,2230,1,-1,copepod,1,(poly) 1929 2124 1799 2189 1798 2230 1878 2222 1977 2166 1929 2124,
276,soloAUV 20220919-175909-1517.png,1527,1818,1871,2127,2083,1,-1,hydrozoa-maybe,1,(poly) 1818 2039 1922 1953 2090 1871 2127 1919 1848 2083 1818 2039,
277,soloAUV 20220919-175914-1522.png,1532,968,1593,1323,1842,1,-1,hydrozoa-maybe,1,(poly) 968 1783 1287 1593 1323 1688 994 1842 968 1783,
278,soloAUV 20220919-175921-1528.png,1538,1733,1389,2167,2607,1,-1,hydrozoa-maybe,1,(poly) 1999 1389 1733 2033 1968 2607 2113 2531 1915 2002 2167 1406 1999 1389,
279,soloAUV 20220919-175921-1528.png,1538,2890,457,3399,929,1,-1,unknown,1,(poly) 3159 457 2890 655 3056 929 3399 811 3317 644 3248 535 3159 457,
280,soloAUV 20220919-175922-1529.png,1539,2866,823,3012,1026,1,-1,copepod,1,,
281,soloAUV 20220919-175922-1529.png,1539,3330,903,3466,1039,1,-1,copepod-oithona,1,,
282,soloAUV 20220919-175922-1529.png,1539,1212,1051,1375,1276,1,-1,hydrozoa-maybe,1,(poly) 1254 1051 1212 1070 1306 1276 1375 1252 1322 1100 1254 1051,
283,soloAUV 20220919-175923-1530.png,1540,1672,654,1835,810,1,-1,copepod-oithona,1,(poly) 1757 661 1672 721 1720 810 1835 725 1774 654 1757 661,
284,soloAUV 20220919-175923-1530.png,1540,2402,1754,2475,1829,1,-1,copepod-maybe,1,,
285,soloAUV 20220919-175925-1532.png,1542,2965,1358,3130,1437,1,-1,unknown,1,,
286,soloAUV 20220919-175926-1533.png,1543,1797,1629,1986,1777,1,-1,copepod,1,(poly) 1981 1664 1826 1777 1797 1753 1835 1645 1986 1629 1981 1664,
287,soloAUV 20220919-175930-1536.png,1546,2441,938,2659,1132,1,-1,copepod,1,(poly) 2601 953 2441 1107 2468 1132 2520 1086 2544 1102 2600 1063 2585 1026 2659 970 2627 938 2601 953,
288,soloAUV 20220919-175935-1541.png,1551,1301,1385,1460,1578,1,-1,copepod,1,(poly) 1320 1389 1301 1578 1379 1576 1460 1442 1419 1385 1320 1389,
289,soloAUV 20220919-175936-1542.png,1552,1454,1537,1582,1685,1,-1,copepod,1,(poly) 1506 1545 1454 1679 1486 1685 1579 1624 1582 1600 1538 1537 1506 1545,
290,soloAUV 20220919-175936-1542.png,1552,2420,680,2505,804,1,-1,copepod,1,,
291,soloAUV 20220919-175940-1545.png,1555,2200,2097,2388,2253,1,-1,copepod,1,,
292,soloAUV 20220919-175940-1545.png,1555,2762,971,2837,1056,1,-1,copepod,1,,
293,soloAUV 20220919-175941-1546.png,1556,2733,1339,2827,1425,1,-1,copepod-maybe,1,,
294,soloAUV 20220919-175941-1546.png,1556,3276,840,3438,991,1,-1,unknown,1,(poly) 3438 889 3403 840 3282 933 3276 975 3323 991 3438 889,
295,soloAUV 20220919-175943-1548.png,1558,2382,504,2534,620,1,-1,copepod,1,(poly) 2534 521 2513 589 2439 620 2382 568 2390 515 2482 504 2534 521,
296,soloAUV 20220919-175943-1548.png,1558,1617,2094,1906,2625,1,-1,unknown,1,(poly) 1793 2094 1709 2146 1617 2291 1633 2327 1763 2300 1798 2410 1717 2593 1788 2625 1906 2420 1880 2107 1793 2094,
297,soloAUV 20220919-175945-1550.png,1560,1882,748,1976,841,1,-1,copepod,1,,
298,soloAUV 20220919-175947-1552.png,1562,1385,1631,1542,1764,1,-1,copepod,1,(poly) 1494 1648 1385 1746 1400 1764 1506 1740 1542 1648 1528 1631 1494 1648,
299,soloAUV 20220919-175949-1554.png,1564,2447,1140,2650,1293,1,-1,copepod-oithona,1,(poly) 2452 1215 2504 1248 2514 1293 2650 1168 2614 1140 2447 1198 2452 1215,
300,soloAUV 20220919-175950-1555.png,1565,1502,2010,1629,2073,1,-1,copepod,1,(poly) 1593 2010 1502 2034 1513 2073 1578 2066 1629 2024 1593 2010,
301,soloAUV 20220919-175951-1556.png,1566,1314,2112,1703,2598,1,-1,unknown,1,(poly) 1595 2598 1703 2182 1671 2136 1590 2112 1476 2133 1421 2210 1437 2272 1410 2350 1340 2398 1314 2418 1390 2466 1451 2515 1512 2553 1595 2598,
302,soloAUV 20220919-175955-1559.png,1569,1868,2066,1982,2145,1,-1,ostracod-maybe,1,(poly) 1872 2069 1868 2128 1961 2145 1982 2097 1926 2066 1872 2069,
303,soloAUV 20220919-175956-1560.png,1570,3026,1216,3190,1334,1,-1,copepod,1,(poly) 3164 1216 3087 1244 3026 1317 3051 1334 3177 1279 3190 1251 3159 1235 3185 1222 3164 1216,
304,soloAUV 20220919-175959-1563.png,1573,2186,94,2250,152,1,-1,copepod,1,,
305,soloAUV 20220919-175959-1563.png,1573,1528,1349,1664,1480,1,-1,copepod,1,,
306,soloAUV 20220919-175959-1563.png,1573,1149,2109,3353,2361,1,-1,hydrozoa-maybe,1,,
307,soloAUV 20220919-180000-1564.png,1574,3104,1618,3249,1767,1,-1,copepod,1,,
308,soloAUV 20220919-180002-1565.png,1575,2673,477,2826,609,1,-1,copepod,1,(poly) 2788 477 2727 524 2715 501 2673 514 2714 574 2777 609 2796 585 2761 560 2826 488 2788 477,
